Aspect Ratio,Solidity,Elongation,Eccentricity,Isoperimetric Factor,Maximal Indentation Depth,Lobedness,Stochastic Convexity,Third moment,Average Contrast,Class
2.4132,0.96618,0.60362,0.91378,0.56153,0.0091377,0.015197,0.99649,0.013227,0.20316,Castanea sativa
2.7289,0.96685,0.64656,0.91397,0.55519,0.022351,0.090925,0.99298,0.0070313,0.1525,Magnolia soulangeana
1.4927,0.98296,0.34116,0.7459,0.83088,0.0055665,0.0056395,1.0,0.00030872,0.036511,Quercus suber
2.2553,0.98284,0.56472,0.88661,0.67537,0.012123,0.026749,1.0,0.0020893,0.083617,Acca sellowiana
1.4597,0.97406,0.3304,0.64897,0.75323,0.016021,0.046715,1.0,0.00051116,0.050266,Bougainvillea sp.
2.0997,0.9358,0.532,0.86049,0.5343,0.033994,0.21032,0.98772,0.0080226,0.13592,Primula vulgaris
1.1574,0.91741,0.42617,0.48229,0.46699,0.063396,0.73147,0.92456,0.0044681,0.105,Erodium sp.
1.4026,0.9799,0.30387,0.65119,0.80081,0.0082573,0.012409,1.0,0.0087245,0.185,Hydrangea sp.
2.0918,0.9451,0.51732,0.84501,0.6071,0.039781,0.28802,1.0,0.00050789,0.044849,Buxus sempervirens
1.3004,0.93324,0.31556,0.64161,0.65487,0.017963,0.058729,0.97895,0.0014678,0.08221,Alnus sp.
1.1782,0.91803,0.32151,0.32175,0.58719,0.045933,0.384,0.97544,0.0048174,0.14622,Tilia tomentosa
1.3574,0.98631,0.28063,0.64314,0.81381,0.0052732,0.0050608,0.99825,0.0044631,0.13108,Corylus avellana
1.084,0.92056,0.32592,0.59571,0.65698,0.024753,0.11151,0.99825,0.010881,0.14722,Populus nigra
1.3612,0.98738,0.28845,0.63969,0.82125,0.0042318,0.0032593,1.0,0.0066506,0.15813,Corylus avellana
1.4925,0.98262,0.34048,0.70115,0.78473,0.0061511,0.0068862,1.0,0.0087725,0.17102,Corylus avellana
1.1928,0.77564,0.474,0.56324,0.34791,0.069404,0.87668,0.93333,0.0094494,0.17923,Populus alba
1.0836,0.74434,0.49548,0.44271,0.26478,0.079481,1.1497,0.87018,0.0076406,0.1726,Populus alba
1.0384,0.78118,0.48465,0.4132,0.30478,0.080722,1.1859,0.87018,0.0058992,0.12619,Populus alba
1.7011,0.81465,0.5348,0.84886,0.37276,0.035424,0.22838,0.97018,0.0057424,0.1192,Ilex aquifolium
1.8096,0.83923,0.63151,0.87844,0.37688,0.043563,0.34539,0.83684,0.0051589,0.12554,Quercus robur
1.6643,0.96016,0.49439,0.83094,0.65605,0.023841,0.10345,0.99649,0.025308,0.24766,Arisarum vulgare
6.2904,0.97085,0.84124,0.98695,0.29288,0.023221,0.09814,1.0,0.0024919,0.089821,Nerium oleander
10.913,0.70085,0.93836,0.99698,0.11552,0.15334,4.2796,0.93684,0.00089618,0.055629,Podocarpus sp.
1.3743,0.98646,0.28162,0.64536,0.84494,0.005427,0.0053602,1.0,0.0020334,0.085949,Corylus avellana
1.0456,0.74413,0.77124,0.3687,0.22278,0.075187,1.0289,0.77368,0.012414,0.17993,Geranium sp.
1.569,0.97599,0.37089,0.71999,0.77145,0.013975,0.035546,0.99825,0.0086099,0.19286,Hydrangea sp.
9.7351,0.93346,0.90444,0.99456,0.19638,0.020897,0.079479,0.98421,0.0019012,0.075247,Podocarpus sp.
1.0573,0.93923,0.26213,0.36127,0.59302,0.04962,0.44811,0.96667,0.023825,0.28081,Tilia tomentosa
1.0551,0.93641,0.25044,0.19287,0.47284,0.019693,0.070581,0.99474,0.0045832,0.1303,Urtica dioica
2.582,0.96837,0.62394,0.90755,0.55674,0.031714,0.18305,0.99825,0.0074124,0.16213,Magnolia grandiflora
1.2323,0.77037,0.60663,0.63965,0.24135,0.12438,2.8155,0.62105,0.0034208,0.096215,Crataegus monogyna
1.5763,0.98731,0.38954,0.75968,0.82323,0.005582,0.0056708,1.0,0.0027074,0.098208,Ilex perado ssp. azorica
1.2499,0.94477,0.30101,0.50114,0.6743,0.0494,0.44415,0.9807,0.025877,0.23034,Tilia tomentosa
2.4203,0.98407,0.59323,0.8942,0.60794,0.01743,0.055294,1.0,0.0098155,0.18748,Magnolia grandiflora
2.6955,0.98275,0.62998,0.91677,0.59459,0.0049218,0.0044087,1.0,0.0096762,0.1876,Magnolia soulangeana
1.4947,0.97906,0.34694,0.69887,0.74423,0.0070445,0.0090318,1.0,0.0079843,0.15809,Hydrangea sp.
1.8903,0.96435,0.47248,0.82924,0.661,0.023836,0.10341,0.99825,0.00036897,0.037634,Buxus sempervirens
1.5016,0.98776,0.34772,0.70275,0.80848,0.0037534,0.002564,0.99825,0.004022,0.12613,Corylus avellana
3.8162,0.82566,0.74273,0.96652,0.32925,0.1446,3.8052,0.94737,0.0046292,0.10148,Primula vulgaris
1.9126,0.94904,0.47835,0.8187,0.58585,0.03806,0.26364,0.99298,0.00029213,0.034026,Buxus sempervirens
1.1117,0.54701,0.67175,0.52382,0.15157,0.13674,3.4028,0.62982,0.0021373,0.085792,Acer palmatum
2.0398,0.98831,0.51338,0.86248,0.71419,0.0057488,0.0060148,1.0,0.006376,0.13941,Acca sellowiana
1.8572,0.91339,0.51931,0.84285,0.60526,0.028734,0.15027,0.97544,0.0048867,0.1156,Ilex aquifolium
11.006,0.86962,0.92239,0.99611,0.14581,0.064792,0.76404,0.99123,0.00098398,0.057808,Podocarpus sp.
1.6657,0.84493,0.59909,0.82268,0.32056,0.048803,0.43348,0.85614,0.013523,0.18571,Quercus robur
1.0558,0.73454,0.77733,0.14986,0.1688,0.08041,1.1768,0.66316,0.0080165,0.1806,Geranium sp.
1.1294,0.94201,0.25496,0.23041,0.6084,0.040722,0.3018,0.97368,0.02418,0.23571,Tilia tomentosa
1.9935,0.98449,0.50107,0.85278,0.72127,0.0068277,0.0084843,0.99825,0.0015733,0.070923,Acca sellowiana
1.4399,0.98318,0.32986,0.68878,0.7847,0.0070802,0.0091235,1.0,0.008786,0.17243,Hydrangea sp.
1.56,0.91036,0.49513,0.81957,0.60691,0.045977,0.38473,0.98421,0.015521,0.20665,Arisarum vulgare
1.2708,0.98173,0.24364,0.5895,0.82082,0.0074388,0.010071,0.99649,0.0041,0.11576,Euonymus japonicus
1.5303,0.96802,0.42937,0.79389,0.79209,0.016566,0.049949,0.99649,0.0041812,0.11769,Ilex perado ssp. azorica
1.6549,0.98964,0.40919,0.79923,0.815,0.0048968,0.0043641,1.0,0.0025009,0.091008,Ilex perado ssp. azorica
1.2503,0.97337,0.23254,0.53017,0.82703,0.0066263,0.0079913,1.0,0.0027809,0.10941,Alnus sp.
1.774,0.8499,0.63974,0.88172,0.34354,0.051776,0.4879,0.87368,0.0080813,0.1519,Quercus robur
1.736,0.83383,0.58345,0.88075,0.41551,0.040582,0.29973,0.91754,0.002759,0.10047,Quercus robur
12.009,0.67005,0.94529,0.99767,0.11114,0.19898,7.2062,0.94386,0.00066765,0.051104,Podocarpus sp.
1.1127,0.95426,0.27055,0.32168,0.70006,0.05426,0.53584,0.99298,0.016252,0.21507,Tilia tomentosa
1.9548,0.98622,0.4892,0.85121,0.70267,0.0039733,0.0028733,1.0,0.0012274,0.070841,Salix atrocinera
1.9848,0.9418,0.50917,0.82866,0.55942,0.025524,0.11857,0.99825,0.0086548,0.16692,Celtis sp.
2.803,0.976,0.65133,0.92535,0.48413,0.015435,0.04336,1.0,0.0091801,0.18338,Magnolia grandiflora
1.86,0.99039,0.46549,0.84113,0.75976,0.0046759,0.0039793,1.0,0.0044528,0.13234,Salix atrocinera
2.7054,0.87687,0.64091,0.91747,0.42531,0.089364,1.4534,0.98947,0.0047692,0.12098,Primula vulgaris
1.8803,0.82443,0.62039,0.86545,0.33077,0.047,0.40204,0.85439,0.0042406,0.1157,Quercus robur
1.6035,0.84981,0.6025,0.82135,0.31304,0.056079,0.57236,0.87544,0.0092918,0.16319,Quercus robur
2.8087,0.97091,0.65774,0.93802,0.58194,0.0067321,0.0082485,1.0,0.0057374,0.13491,Castanea sativa
1.1577,0.97886,0.16908,0.48223,0.71192,0.008864,0.0143,1.0,0.0044407,0.11384,Euonymus japonicus
1.6662,0.97627,0.4065,0.75535,0.75126,0.0098445,0.017638,1.0,0.0031335,0.09052,Hydrangea sp.
1.4542,0.98263,0.32457,0.69398,0.79449,0.0063863,0.0074227,0.99474,0.0079652,0.16552,Hydrangea sp.
2.4151,0.81793,0.7298,0.93671,0.33439,0.080539,1.1805,0.86491,0.0039983,0.12051,Quercus robur
1.1427,0.66101,0.71532,0.59988,0.15747,0.11337,2.3394,0.47544,0.00619,0.13585,Geranium sp.
1.1647,0.94064,0.29415,0.39606,0.5486,0.025244,0.11598,0.99298,0.003721,0.12014,Urtica dioica
1.1084,0.93529,0.25071,0.50771,0.64927,0.02595,0.12256,0.98596,0.0021246,0.073509,Erodium sp.
1.1191,0.96806,0.17272,0.39432,0.73417,0.012499,0.028432,0.99298,0.0040597,0.13718,Alnus sp.
2.2436,0.98425,0.56314,0.8762,0.65133,0.010195,0.018915,1.0,0.013423,0.22485,Magnolia soulangeana
1.7418,0.92748,0.49818,0.84563,0.62301,0.014708,0.039374,1.0,0.002105,0.077667,Ilex aquifolium
2.2927,0.98732,0.56667,0.89063,0.66427,0.0028365,0.0014643,1.0,0.0022383,0.091328,Salix atrocinera
1.2166,0.93462,0.27943,0.50924,0.4092,0.016089,0.047113,0.99123,0.006963,0.17131,Urtica dioica
1.3078,0.96727,0.25925,0.53283,0.77065,0.017745,0.057312,1.0,0.0035923,0.12259,Bougainvillea sp.
1.3539,0.93647,0.35704,0.59837,0.64448,0.019818,0.071484,0.99825,0.0059817,0.13137,Betula pubescens
1.0738,0.71586,0.5242,0.37902,0.26309,0.065312,0.77635,0.85439,0.0059582,0.14275,Populus alba
1.1111,0.56623,0.63983,0.54893,0.15743,0.13081,3.1143,0.6,0.0019123,0.079722,Acer palmatum
1.127,0.53024,0.67203,0.50692,0.16792,0.13006,3.0788,0.75263,0.00072847,0.057592,Acer palmatum
1.251,0.94226,0.38111,0.70668,0.6925,0.019432,0.068724,0.99825,0.0053112,0.11502,Populus nigra
1.2291,0.75574,0.693,0.71847,0.26004,0.098823,1.7774,0.66667,0.0013612,0.073201,Crataegus monogyna
1.842,0.97383,0.48769,0.82775,0.68405,0.01619,0.047706,0.99825,0.0029651,0.087963,Euonymus japonicus
1.3808,0.95035,0.37798,0.71573,0.68138,0.025077,0.11445,0.99123,0.023571,0.23183,Arisarum vulgare
1.652,0.97695,0.40268,0.8031,0.79833,0.010883,0.021558,1.0,0.0021515,0.10227,Ilex perado ssp. azorica
1.0329,0.70737,0.78147,0.35344,0.13503,0.089763,1.4664,0.61579,0.016123,0.20703,Geranium sp.
2.4765,0.8581,0.61389,0.88374,0.40448,0.054511,0.54081,0.98246,0.0067378,0.14657,Celtis sp.
1.4024,0.98529,0.31179,0.66351,0.81091,0.0068704,0.0085907,1.0,0.0049098,0.13895,Corylus avellana
1.2438,0.91092,0.39517,0.55362,0.51113,0.046323,0.39055,0.97193,0.0094574,0.17465,Tilia tomentosa
1.857,0.95012,0.46197,0.80728,0.60913,0.028443,0.14724,0.99298,0.0013452,0.060095,Buxus sempervirens
1.5257,0.98152,0.36116,0.74173,0.79867,0.0052423,0.0050016,0.99825,0.002708,0.090476,Quercus suber
1.1011,0.94995,0.20617,0.2458,0.53189,0.012818,0.029901,0.99298,0.0090273,0.20537,Urtica dioica
1.9512,0.968,0.4905,0.8375,0.65138,0.016224,0.047908,0.98246,0.0003224,0.035621,Buxus sempervirens
2.3875,0.98796,0.581,0.89518,0.63833,0.0077926,0.011052,1.0,0.0073807,0.1591,Magnolia grandiflora
1.0544,0.73625,0.623,0.50784,0.27687,0.13296,3.2176,0.59649,0.0013737,0.067044,Crataegus monogyna
9.4912,0.84991,0.91397,0.99541,0.17429,0.082108,1.227,0.97368,0.0010735,0.060688,Podocarpus sp.
2.1,0.96929,0.5486,0.88246,0.61897,0.0073021,0.0097043,0.99825,0.012995,0.19717,Castanea sativa
1.6924,0.99256,0.41016,0.81354,0.78909,0.0046348,0.0039096,1.0,0.0028704,0.096493,Ilex perado ssp. azorica
1.1025,0.72022,0.73351,0.39093,0.17954,0.076072,1.0532,0.69474,0.0095408,0.15747,Geranium sp.
6.0269,0.96027,0.83884,0.98592,0.28345,0.025004,0.11379,0.96842,0.001957,0.080869,Nerium oleander
1.2022,0.94544,0.26797,0.4803,0.52139,0.022778,0.09443,0.99825,0.0061942,0.14818,Urtica dioica
1.2733,0.93409,0.31093,0.54833,0.59707,0.017966,0.058744,0.99825,0.0051037,0.12505,Betula pubescens
2.5959,0.94977,0.63023,0.91579,0.4976,0.024404,0.10839,1.0,0.0075708,0.1528,Celtis sp.
3.3475,0.96212,0.7081,0.946,0.45671,0.035434,0.22851,1.0,0.0047646,0.13106,Magnolia soulangeana
1.146,0.96876,0.20076,0.35236,0.71333,0.017729,0.057204,0.99649,0.002653,0.099068,Bougainvillea sp.
1.2035,0.98319,0.19432,0.4443,0.833,0.010317,0.019373,1.0,0.003627,0.10265,Bougainvillea sp.
1.8186,0.94929,0.45353,0.78965,0.63343,0.030371,0.16787,1.0,0.00045429,0.04345,Buxus sempervirens
9.1366,0.69234,0.92503,0.99583,0.15101,0.17918,5.8432,0.90702,0.00070285,0.044172,Podocarpus sp.
12.548,0.93876,0.92397,0.997,0.16105,0.026941,0.1321,0.96842,0.0010891,0.057812,Podocarpus sp.
1.1832,0.94687,0.22855,0.49634,0.58613,0.017327,0.054638,0.98947,0.0051731,0.12748,Urtica dioica
2.1732,0.93013,0.57028,0.88185,0.45014,0.049062,0.43809,0.99825,0.010288,0.16601,Celtis sp.
1.1417,0.68511,0.81725,0.37522,0.12523,0.09186,1.5358,0.58772,0.013344,0.20861,Geranium sp.
1.5437,0.98616,0.36231,0.73281,0.79359,0.0052593,0.0050342,1.0,0.0041563,0.1203,Corylus avellana
1.2354,0.90929,0.44987,0.65048,0.57594,0.070699,0.9097,0.89123,0.0013047,0.0592,Erodium sp.
1.2165,0.90161,0.37691,0.4867,0.54006,0.032181,0.18848,0.99474,0.009529,0.18377,Betula pubescens
1.2099,0.9211,0.36317,0.70273,0.60555,0.023597,0.10134,0.98772,0.015895,0.20088,Populus nigra
1.4597,0.97566,0.35376,0.73797,0.81697,0.0068768,0.0086068,1.0,0.0011544,0.065491,Quercus suber
2.2398,0.97997,0.55754,0.88485,0.67974,0.0091286,0.015166,0.99825,0.0021518,0.087206,Acca sellowiana
1.2955,0.97441,0.25519,0.55457,0.7824,0.012063,0.026483,0.99825,0.0016389,0.076722,Bougainvillea sp.
1.2759,0.88831,0.36992,0.54029,0.54283,0.028138,0.1441,0.97719,0.0074501,0.14256,Betula pubescens
2.3906,0.97683,0.58336,0.90631,0.66419,0.0084019,0.012848,0.99825,0.00045889,0.042347,Quercus suber
2.222,0.82432,0.6558,0.92676,0.35618,0.038012,0.26298,0.89474,0.0075251,0.14901,Quercus robur
1.096,0.49446,0.68075,0.27123,0.13088,0.12815,2.9887,0.53684,0.0013391,0.072882,Acer palmatum
1.8445,0.98691,0.46807,0.83188,0.75011,0.0049353,0.0044331,1.0,0.0036787,0.10867,Acca sellowiana
1.1876,0.91542,0.36748,0.46727,0.57995,0.051335,0.47962,0.97719,0.0061636,0.18732,Tilia tomentosa
1.2751,0.9877,0.30877,0.66906,0.85816,0.0048599,0.0042987,1.0,0.0025337,0.094241,Ilex perado ssp. azorica
1.2296,0.93189,0.34897,0.61717,0.60176,0.025375,0.11719,0.97368,0.0019323,0.070197,Erodium sp.
1.4742,0.98535,0.32396,0.72694,0.83592,0.0046566,0.0039465,1.0,0.0052323,0.12795,Quercus suber
1.0427,0.89086,0.35318,0.56599,0.62068,0.032971,0.19785,0.99825,0.0046505,0.10589,Populus nigra
2.3151,0.90716,0.58751,0.8728,0.45257,0.058029,0.61287,0.98772,0.011448,0.17378,Celtis sp.
1.4892,0.98755,0.34284,0.72997,0.84482,0.0049451,0.0044506,1.0,0.0011248,0.058528,Quercus suber
1.5319,0.98479,0.34987,0.73935,0.81067,0.0078079,0.011095,1.0,0.0060166,0.11472,Corylus avellana
1.1349,0.65915,0.81159,0.47124,0.093982,0.096492,1.6945,0.47368,0.016848,0.21062,Geranium sp.
2.0494,0.81682,0.64925,0.89493,0.35318,0.049955,0.45418,0.83509,0.0048007,0.12036,Quercus robur
3.222,0.95791,0.69174,0.93323,0.48142,0.022654,0.093403,1.0,0.011062,0.17561,Magnolia soulangeana
16.832,0.85531,0.94116,0.99841,0.094537,0.035845,0.23384,0.9,0.0017052,0.066682,Pseudosasa japonica
2.8852,0.95738,0.67525,0.93038,0.50964,0.027111,0.13377,1.0,0.0041932,0.12329,Magnolia soulangeana
1.0656,0.5233,0.69172,0.47565,0.14133,0.12987,3.0697,0.49649,0.0020845,0.0842,Acer palmatum
2.2038,0.97835,0.56218,0.88795,0.64158,0.0059242,0.0063874,0.99825,0.0021199,0.092969,Salix atrocinera
1.638,0.95417,0.43032,0.7885,0.71101,0.026783,0.13055,1.0,0.013032,0.21441,Arisarum vulgare
2.8883,0.93026,0.66665,0.93377,0.43032,0.03571,0.23209,0.96316,0.0057866,0.12917,Celtis sp.
1.6378,0.9666,0.3892,0.74053,0.74844,0.025032,0.11404,1.0,0.00054932,0.045391,Buxus sempervirens
1.0656,0.51223,0.63042,0.38501,0.13705,0.12292,2.7498,0.59123,0.0027872,0.098907,Acer palmatum
2.2534,0.96488,0.57689,0.89672,0.57906,0.0081422,0.012066,1.0,0.0078553,0.1512,Castanea sativa
2.1094,0.9836,0.52863,0.87024,0.60784,0.0031737,0.0018332,0.99298,0.0024385,0.091391,Acca sellowiana
1.2435,0.94147,0.33084,0.61823,0.64089,0.024255,0.10708,0.9614,0.0051286,0.09745,Erodium sp.
6.0229,0.96522,0.83628,0.98487,0.29509,0.024667,0.11074,1.0,0.0027833,0.097095,Nerium oleander
1.37,0.91457,0.42697,0.64414,0.44764,0.055411,0.55882,0.96491,0.0084315,0.19149,Tilia tomentosa
2.455,0.96979,0.61097,0.91298,0.5621,0.0095958,0.016758,0.99825,0.0115,0.1871,Castanea sativa
2.0754,0.96281,0.55373,0.87402,0.56448,0.019656,0.070316,0.98421,0.0038499,0.10946,Euonymus japonicus
1.1415,0.98536,0.15235,0.482,0.85572,0.0072199,0.009487,1.0,0.0017479,0.079283,Euonymus japonicus
9.1985,0.8375,0.91119,0.99422,0.17712,0.055414,0.55887,0.98421,0.0024534,0.079996,Podocarpus sp.
1.1435,0.90355,0.3846,0.66889,0.60571,0.028329,0.14606,0.99649,0.010304,0.15931,Populus nigra
1.4853,0.95562,0.3362,0.64168,0.72952,0.017439,0.05535,0.99825,0.001194,0.074641,Bougainvillea sp.
2.6711,0.98228,0.6333,0.9166,0.51619,0.017465,0.055514,1.0,0.0081985,0.181,Magnolia grandiflora
1.0901,0.53598,0.85409,0.47195,0.078376,0.13227,3.184,0.39649,0.013487,0.18782,Geranium sp.
1.1629,0.94275,0.24078,0.45767,0.63919,0.020279,0.074844,0.99298,0.002812,0.095746,Urtica dioica
2.8973,0.98182,0.65828,0.93062,0.5795,0.0064894,0.0076645,1.0,0.0011217,0.072237,Salix atrocinera
1.343,0.95055,0.29271,0.58232,0.71499,0.026876,0.13146,0.99825,0.0036798,0.13204,Bougainvillea sp.
1.5529,0.95593,0.38804,0.74242,0.68188,0.012904,0.030306,0.99474,0.00079505,0.064242,Alnus sp.
2.4862,0.96188,0.62315,0.91296,0.51041,0.010684,0.020775,1.0,0.0048636,0.13678,Castanea sativa
2.2979,0.97389,0.57815,0.89084,0.64598,0.015271,0.042443,1.0,0.0018832,0.086477,Salix atrocinera
2.4056,0.93186,0.59137,0.89808,0.51229,0.029398,0.15729,0.98596,0.012336,0.15479,Primula vulgaris
1.0732,0.98155,0.14538,0.40974,0.8407,0.0042083,0.0032232,1.0,0.010419,0.1489,Euonymus japonicus
1.7529,0.97964,0.44458,0.82063,0.7677,0.0059279,0.0063954,0.99649,0.0022713,0.080587,Quercus suber
2.3423,0.95943,0.58487,0.90557,0.55537,0.023542,0.10087,0.97368,0.0066757,0.13433,Primula vulgaris
1.6903,0.97153,0.47477,0.82556,0.70462,0.019154,0.066774,1.0,0.0045965,0.10427,Euonymus japonicus
1.3105,0.98535,0.26312,0.62033,0.82478,0.0049896,0.0045311,1.0,0.0058018,0.14655,Corylus avellana
1.3232,0.89009,0.40145,0.58938,0.43977,0.047907,0.4177,0.98421,0.0091838,0.19211,Betula pubescens
